week,date,approve,wtc,afghan,kabul,iraqwar,adj_app,rdpi,pop,rdpipcly,rdpipclh,rdpipclq,month,year,early,bd,nn,iraq,totbd,l10tbd,sfafghan,bushun,congress,powell,baghdad,mission,unoccupy,igc,unhq,italian,saddam,prisoner,uniraq,karzai,obs,rdpipc
105,12/31/2002,63.5,0,0,0,0,31.855765,7583.1000980,289806.0000000,-0.0000387,-0.0000861,0.0000193,2-Dec,2002,0,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0.026166126
106,1/7/2003,58,0,0,0,0,26.360109,7583.1000980,289806.0000000,-0.0000387,-0.0000861,0.0000193,3-Jan,2003,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0.026166126
107,1/14/2003,60.5,0,0,0,0,28.858135,7583.1000980,289806.0000000,-0.0000387,-0.0000861,0.0000193,3-Jan,2003,0,0,7,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0.026166126
108,1/21/2003,59.16666794,0,0,0,0,27.525856,7583.1000980,289806.0000000,-0.0000387,-0.0000861,0.0000193,3-Jan,2003,0,0,7,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0.026166126
109,1/28/2003,61.5,0,0,0,0,29.857345,7586.3002930,289924.2857000,-0.0000714,-0.0000360,0.0000348,3-Jan,2003,0,0,7,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0.026166487
110,2/4/2003,62.5,0,0,0,0,30.856555,7588.7001950,290013.0000000,-0.0000959,0.0000016,0.0000464,3-Feb,2003,0,0,7,61,0,0,0,0,0,21968,0,0,0,0,0,0,0,0,0,0,106,0.026166759
111,2/11/2003,54,0,0,0,0,22.363269,7588.7001950,290013.0000000,-0.0000959,0.0000016,0.0000464,3-Feb,2003,0,0,7,51.5,0,0,0,0,0,3952,0,0,0,0,0,0,0,0,0,0,107,0.026166759
112,2/18/2003,58,0,0,0,0,26.360109,7588.7001950,290013.0000000,-0.0000959,0.0000016,0.0000464,3-Feb,2003,0,0,7,53.5,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0,108,0.026166759
113,2/25/2003,59.5,0,0,0,0,27.858925,7596.1289060,290135.8571000,-0.0000914,0.0000434,0.0000765,3-Feb,2003,0,0,7,53.5,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,109,0.026181282
114,3/4/2003,56.75,0,0,0,0,25.111097,7601.7001950,290228.0000000,-0.0000880,0.0000747,0.0000992,3-Mar,2003,0,0,7,53.5,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,110,0.026192166
115,3/11/2003,59.5,0,0,0,0,27.858925,7601.7001950,290228.0000000,-0.0000880,0.0000747,0.0000992,3-Mar,2003,0,0,7,57.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0.026192166
116,3/18/2003,67.83333588,0,0,0,18462,36.196394,7601.7001950,290228.0000000,-0.0000880,0.0000747,0.0000992,3-Mar,2003,0,45,7,70.08333588,45,1.653212547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0.026192166
117,3/25/2003,70.33333588,0,0,0,25752,38.683704,7606.0146480,290259.8571000,-0.0000835,0.0000825,0.0001007,3-Mar,2003,0,22,7,69.8125,67,1.826074839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.026204156
118,4/1/2003,69.33333588,0,0,0,22960,37.684494,7631.8999020,290451.0000000,-0.0000567,0.0001292,0.0001099,3-Apr,2003,0,50,7,73.5,117,2.068185806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0.026276033
119,4/8/2003,73.16667175,0,0,0,22733,41.514802,7631.8999020,290451.0000000,-0.0000567,0.0001292,0.0001099,3-Apr,2003,0,12,7,73.5,129,2.110589743,0,0,0,0,21432,0,0,0,0,0,0,0,0,0,115,0.026276033
120,4/15/2003,74.16667175,0,0,0,18554,42.514012,7631.8999020,290451.0000000,-0.0000567,0.0001292,0.0001099,3-Apr,2003,0,5,7,76,134,2.127104759,0,0,0,0,10293,0,0,0,0,0,0,0,0,0,116,0.026276033
121,4/22/2003,68.5,0,0,0,7930,36.851816,7631.8999020,290451.0000000,-0.0000567,0.0001292,0.0001099,3-Apr,2003,0,4,7,71,138,2.139878988,0,0,0,0,9519,0,0,0,0,0,0,0,0,0,117,0.026276033
122,4/29/2003,68,0,0,0,12722,36.352211,7672.7001950,290652.4286000,0.0000352,0.0002740,0.0002315,3-Apr,2003,0,3,7,72,141,2.149219036,0,0,0,0,10189,11735,0,0,0,0,0,0,0,0,118,0.026398197
123,5/6/2003,71.5,0,0,0,8890,39.849446,7679.5000000,290686.0000000,0.0000505,0.0002982,0.0002518,3-May,2003,0,10,7,70,151,2.178977013,0,0,0,0,7471,1397,0,0,0,0,0,0,0,0,119,0.026418541
124,5/13/2003,69.5,0,0,0,12101,37.851026,7679.5000000,290686.0000000,0.0000505,0.0002982,0.0002518,3-May,2003,0,10,7,68,161,2.206825972,0,0,0,0,2812,0,0,0,0,0,0,0,0,0,120,0.026418541
125,5/20/2003,66,0,0,0,9417,34.353790,7679.5000000,290686.0000000,0.0000505,0.0002982,0.0002518,3-May,2003,0,9,7,66,170,2.230448961,0,0,0,0,5230,0,1350,0,0,0,0,0,0,0,121,0.026418541
126,5/27/2003,64,0,0,0,5943,32.355370,7689.1430660,290790.1429000,0.0000651,0.0003336,0.0002646,3-May,2003,0,7,7,65,177,2.247973204,0,0,0,0,3283,0,0,0,0,0,0,0,0,0,122,0.026442241
127,6/3/2003,62,0,0,0,9855,30.356950,7702.0000000,290929.0000000,0.0000846,0.0003808,0.0002816,3-Jun,2003,0,7,7,64,184,2.264817715,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,123,0.026473813
128,6/10/2003,63,0,0,0,4525,31.356160,7702.0000000,290929.0000000,0.0000846,0.0003808,0.0002816,3-Jun,2003,0,7,7,63,191,2.281033278,0,0,0,0,3111,0,0,0,0,0,0,0,0,0,124,0.026473813
129,6/17/2003,68,0,0,0,7058,36.352211,7702.0000000,290929.0000000,0.0000846,0.0003808,0.0002816,3-Jun,2003,0,5,7,67,196,2.292256117,0,0,0,0,3263,0,0,0,0,0,0,0,0,0,125,0.026473813
130,6/24/2003,61,0,0,0,2603,29.357740,7717.9428710,290964.7143000,0.0001557,0.0004219,0.0003212,3-Jun,2003,0,10,7,60,206,2.313867331,0,0,0,0,1941,0,0,0,0,0,0,0,0,0,126,0.026525358
131,7/1/2003,59,0,0,0,0,27.359319,7813.6000980,291179.0000000,0.0005821,0.0006682,0.0005583,3-Jul,2003,0,9,7,58,215,2.332438469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0.026834354
132,7/8/2003,60,0,0,0,0,28.358530,7813.6000980,291179.0000000,0.0005821,0.0006682,0.0005583,3-Jul,2003,0,10,7,56.33333206,225,2.352182627,0,0,0,0,0,0,0,709,0,0,0,0,0,0,128,0.026834354
133,7/15/2003,59,0,0,0,0,27.359319,7813.6000980,291179.0000000,0.0005821,0.0006682,0.0005583,3-Jul,2003,0,11,7,57,236,2.37291193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0.026834354
134,7/22/2003,58,0,0,0,0,26.360109,7813.6000980,291179.0000000,0.0005821,0.0006682,0.0005583,3-Jul,2003,0,13,7,59,249,2.396199465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0.026834354
135,7/29/2003,53,0,0,0,0,21.364059,7854.8139650,291369.7143000,0.0007681,0.0007916,0.0005804,3-Jul,2003,0,6,7,58,255,2.406540155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0.026958238
136,8/5/2003,56,0,0,0,0,24.361689,7871.2998050,291446.0000000,0.0008426,0.0008410,0.0005892,3-Aug,2003,0,14,7,57,269,2.42975235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0.027007747
137,8/12/2003,56.5,0,0,0,0,24.861294,7871.2998050,291446.0000000,0.0008426,0.0008410,0.0005892,3-Aug,2003,0,4,7,56,273,2.43616271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0.027007747
138,8/19/2003,57.5,0,0,0,0,25.860504,7871.2998050,291446.0000000,0.0008426,0.0008410,0.0005892,3-Aug,2003,0,9,7,55.66666794,282,2.450249195,0,0,0,0,0,0,0,0,4437,0,0,0,0,0,134,0.027007747
139,8/26/2003,55,0,0,0,0,23.362479,7846.3569340,291521.1429000,0.0007637,0.0007413,0.0004810,3-Aug,2003,0,9,7,52,291,2.463892937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0.026915224
140,9/2/2003,56,0,0,0,0,24.361689,7784.0000000,291709.0000000,0.0005667,0.0004920,0.0002103,3-Sep,2003,0,3,7,49,294,2.468347311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0.026684128
141,9/9/2003,54,0,0,0,0,22.363269,7784.0000000,291709.0000000,0.0005667,0.0004920,0.0002103,3-Sep,2003,0,7,7,50.375,301,2.478566408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0.026684128
142,9/16/2003,57,0,0,0,0,25.360899,7784.0000000,291709.0000000,0.0005667,0.0004920,0.0002103,3-Sep,2003,0,8,7,49,309,2.489958525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0.026684128
143,9/23/2003,52,0,0,0,0,20.364848,7784.0000000,291709.0000000,0.0005667,0.0004920,0.0002103,3-Sep,2003,0,9,7,48.5,318,2.502427101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0.026684128
144,9/30/2003,51,0,0,0,0,19.365638,7807.6000980,291958.0000000,0.0005954,0.0004662,-0.0000921,3-Sep,2003,0,8,7,47,326,2.513217688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0.026742203
145,10/7/2003,54.66666794,0,0,0,0,23.029410,7807.6000980,291958.0000000,0.0005954,0.0004662,-0.0000921,3-Oct,2003,0,9,7,47.33333206,335,2.525044918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0.026742203
146,10/14/2003,52,0,0,0,0,20.364848,7807.6000980,291958.0000000,0.0005954,0.0004662,-0.0000921,3-Oct,2003,0,8,7,49,343,2.535294056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0.026742203
147,10/21/2003,53,0,0,0,0,21.364059,7807.6000980,291958.0000000,0.0005954,0.0004662,-0.0000921,3-Oct,2003,0,16,7,47.5,359,2.555094481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0.026742203
148,10/28/2003,53,0,0,0,0,21.364059,7838.0571290,292093.4286000,0.0007023,0.0004766,-0.0000994,3-Oct,2003,0,22,7,47,381,2.580924988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0.026834076
149,11/4/2003,54,0,0,0,0,22.363269,7860.8999020,292195.0000000,0.0007825,0.0004844,-0.0001048,3-Nov,2003,0,18,7,43.5,399,2.600972891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0.026902923
150,11/11/2003,51.16666794,0,0,0,0,19.532175,7860.8999020,292195.0000000,0.0007825,0.0004844,-0.0001048,3-Nov,2003,0,27,7,46,426,2.629409552,0,0,0,0,0,0,0,0,0,2374,0,0,0,0,146,0.026902923
151,11/18/2003,51.725,0,0,0,0,20.090066,7860.8999020,292195.0000000,0.0007825,0.0004844,-0.0001048,3-Nov,2003,0,11,7,47,437,2.640481472,0,0,0,0,0,0,0,0,0,993,0,0,0,0,147,0.026902923
152,11/25/2003,52.125,0,0,0,0,20.489750,7866.3857420,292258.7143000,0.0008033,0.0004815,0.0000005,3-Nov,2003,0,9,7,48.5,446,2.649334908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0.02691583
153,12/2/2003,54,0,0,0,0,22.363269,7880.1000980,292418.0000000,0.0008551,0.0004743,0.0002639,3-Dec,2003,0,6,7,50,452,2.655138493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0.026948068
154,12/9/2003,55.5,0,0,0,0,23.862084,7880.1000980,292418.0000000,0.0008551,0.0004743,0.0002639,3-Dec,2003,0,11,7,54,463,2.665580988,0,0,0,0,0,0,0,0,0,0,19531,0,0,0,150,0.026948068
155,12/16/2003,58.5,0,0,0,0,26.859714,7880.1000980,292418.0000000,0.0008551,0.0004743,0.0002639,3-Dec,2003,0,5,7,56.66666794,468,2.670245886,0,0,0,0,0,0,0,0,0,0,3197,0,0,0,151,0.026948068
156,12/23/2003,58.725,0,0,0,0,27.084537,7880.1000980,292418.0000000,0.0008551,0.0004743,0.0002639,3-Dec,2003,0,14,8,57.75,482,2.683047056,0,0,0,0,0,0,0,0,0,0,655,0,0,0,152,0.026948068
157,12/31/2003,59,0,0,0,0,27.359319,7883.6000980,292630.0000000,0.0007744,0.0001062,0.0001983,3-Dec,2003,0,7,7,61,489,2.689308882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0.026940506
158,1/7/2004,57.5,0,0,0,0,25.860504,7883.6000980,292630.0000000,0.0007744,0.0001062,0.0001983,4-Jan,2004,0,11,7,54.5,500,2.698970079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0.026940506
159,1/14/2004,54.75,0,0,0,0,23.112676,7883.6000980,292630.0000000,0.0007744,0.0001062,0.0001983,4-Jan,2004,0,7,7,51.5,507,2.70500803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0.026940506
160,1/21/2004,51,0,0,0,0,19.365638,7883.6000980,292630.0000000,0.0007744,0.0001062,0.0001983,4-Jan,2004,0,17,7,48,524,2.719331264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0.026940506
161,1/28/2004,49,0,0,0,0,17.367218,7892.3999020,292747.7143000,0.0007932,0.0000263,0.0001257,4-Jan,2004,0,8,7,46,532,2.725911617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0.026959732
162,2/4/2004,51,0,0,0,0,19.365638,7899.0000000,292836.0000000,0.0008074,-0.0000336,0.0000712,4-Feb,2004,0,7,7,47,539,2.73158884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0.026974142
163,2/11/2004,50,0,0,0,0,18.366428,7899.0000000,292836.0000000,0.0008074,-0.0000336,0.0000712,4-Feb,2004,0,5,7,49,544,2.735598803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0.026974142
164,2/18/2004,48.5,0,0,0,0,16.867613,7899.0000000,292836.0000000,0.0008074,-0.0000336,0.0000712,4-Feb,2004,0,5,7,45,549,2.739572287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0.026974142
165,2/25/2004,47,0,0,0,0,15.368798,7903.0283200,292927.2857000,0.0008018,0.0001104,0.0000572,4-Feb,2004,0,1,7,45,550,2.740362644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0.026979489
166,3/3/2004,49.5,0,0,0,0,17.866823,7908.3999020,293049.0000000,0.0007944,0.0003025,0.0000385,4-Mar,2004,0,8,7,46,558,2.746634245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0.026986612
167,3/10/2004,50.5,0,0,0,0,18.866033,7908.3999020,293049.0000000,0.0007944,0.0003025,0.0000385,4-Mar,2004,0,13,7,48,571,2.756636143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0.026986612
168,3/17/2004,46,0,0,0,0,14.369588,7908.3999020,293049.0000000,0.0007944,0.0003025,0.0000385,4-Mar,2004,0,16,7,48,587,2.768638134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0.026986612
169,3/24/2004,50,0,0,0,0,18.366428,7908.3999020,293049.0000000,0.0007944,0.0003025,0.0000385,4-Mar,2004,0,14,7,47.5,601,2.778874397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0.026986612
170,3/31/2004,46,0,0,0,0,14.369588,7937.8999020,293270.0000000,0.0007908,0.0003247,0.0001264,4-Mar,2004,0,41,7,42,642,2.807534933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0.027066866
171,4/7/2004,50.5,0,0,0,0,18.866033,7937.8999020,293270.0000000,0.0007908,0.0003247,0.0001264,4-Apr,2004,0,45,7,44,687,2.836956739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0.027066866
172,4/14/2004,51.5,0,0,0,0,19.865243,7937.8999020,293270.0000000,0.0007908,0.0003247,0.0001264,4-Apr,2004,0,19,7,45.25,706,2.848804712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0.027066866
173,4/21/2004,47,0,0,0,0,15.368798,7937.8999020,293270.0000000,0.0007908,0.0003247,0.0001264,4-Apr,2004,0,19,7,42.5,725,2.860337973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0.027066866
174,4/28/2004,49,0,0,0,0,17.367218,7944.6855470,293435.0000000,0.0006969,0.0002178,0.0001102,4-Apr,2004,0,38,7,42,763,2.88252449,0,0,0,0,0,0,0,0,0,0,0,7086,0,0,170,0.027074771
175,5/5/2004,44.5,0,0,0,0,12.870772,7947.3999020,293501.0000000,0.0006594,0.0001750,0.0001038,4-May,2004,0,11,7,40,774,2.888741016,0,0,0,0,0,0,0,0,0,0,0,9305,0,0,171,0.027077932
176,5/12/2004,46,0,0,0,0,14.369588,7947.3999020,293501.0000000,0.0006594,0.0001750,0.0001038,4-May,2004,0,18,7,35,792,2.898725271,0,0,0,0,0,0,0,0,0,0,0,9049,0,0,172,0.027077932
177,5/19/2004,45,0,0,0,0,13.370377,7947.3999020,293501.0000000,0.0006594,0.0001750,0.0001038,4-May,2004,0,17,7,37,809,2.907948494,0,0,0,0,0,0,0,0,0,0,0,8992,0,0,173,0.027077932
178,5/26/2004,47,0,0,0,0,15.368798,7947.5429690,293570.1429000,0.0006377,0.0001562,0.0000943,4-May,2004,0,13,7,38,822,2.914871931,0,0,0,0,0,0,0,0,0,0,0,8344,0,0,174,0.02707204
179,6/2/2004,49.33333206,0,0,0,0,17.700287,7947.8999020,293743.0000000,0.0005835,0.0001093,0.0000707,4-Jun,2004,0,14,7,42,836,2.922206163,0,0,0,0,0,0,0,0,0,0,0,6796,0,0,175,0.027057325
180,6/9/2004,48,0,0,0,0,16.368008,7947.8999020,293743.0000000,0.0005835,0.0001093,0.0000707,4-Jun,2004,0,5,7,,841,2.924796104,0,0,0,0,0,0,0,0,0,0,0,8608,0,0,176,0.027057325
181,6/16/2004,47.5,0,0,0,0,15.868403,7947.8999020,293743.0000000,0.0005835,0.0001093,0.0000707,4-Jun,2004,0,11,7,43.75,852,2.930439711,0,0,0,0,0,0,0,0,0,0,0,8236,0,0,177,0.027057325
182,6/23/2004,42,0,0,0,0,10.372747,7947.8999020,293743.0000000,0.0005835,0.0001093,0.0000707,4-Jun,2004,0,11,7,36,863,2.936010838,0,0,0,0,0,0,0,0,0,0,0,6555,0,0,178,0.027057325
183,6/30/2004,44,0,0,0,0,12.371167,7965.1000980,293996.0000000,0.0002582,0.0001520,0.0000257,4-Jun,2004,0,15,7,36.5,878,2.943494558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0.027092546
184,7/7/2004,47.5,0,0,0,0,15.868403,7965.1000980,293996.0000000,0.0002582,0.0001520,0.0000257,4-Jul,2004,0,19,7,36.732,897,2.952792406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0.027092546
185,7/14/2004,46.66666794,0,0,0,0,15.035729,7965.1000980,293996.0000000,0.0002582,0.0001520,0.0000257,4-Jul,2004,0,11,7,37,908,2.958085775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0.027092546
186,7/21/2004,50,0,0,0,0,18.366428,7965.1000980,293996.0000000,0.0002582,0.0001520,0.0000257,4-Jul,2004,0,8,7,39,916,2.961895466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0.027092546
187,7/28/2004,46.66666412,0,0,0,0,15.035725,7981.6142580,294149.1429000,0.0002011,0.0001748,0.0000614,4-Jul,2004,0,11,7,39.5,927,2.967079639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0.027134582
188,8/4/2004,47.16666794,0,0,0,0,15.535334,7994.0000000,294264.0000000,0.0001583,0.0001919,0.0000881,4-Aug,2004,0,13,7,40,940,2.973127842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0.027166082
189,8/11/2004,46,0,0,0,0,14.369588,7994.0000000,294264.0000000,0.0001583,0.0001919,0.0000881,4-Aug,2004,0,18,7,42,958,2.981365442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0.027166082
190,8/18/2004,49,0,0,0,0,17.367218,7994.0000000,294264.0000000,0.0001583,0.0001919,0.0000881,4-Aug,2004,0,17,7,44,975,2.989004612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0.027166082
191,8/25/2004,50,0,0,0,0,18.366428,7994.0000000,294264.0000000,0.0001583,0.0001919,0.0000881,4-Aug,2004,0,9,7,46,984,2.992995024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0.027166082
192,9/1/2004,51.5,0,0,0,0,19.865243,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Sep,2004,0,29,7,45,1013,3.005609512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,
193,9/8/2004,52,0,0,0,0,20.364848,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Sep,2004,0,19,7,46,1032,3.013679743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,
194,9/15/2004,49,0,0,0,0,17.367218,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Sep,2004,0,14,7,46,1046,3.019531727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,
195,9/22/2004,52,0,0,0,0,20.364848,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Sep,2004,0,14,7,47,1060,3.025305748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,
196,9/29/2004,48.5,0,0,0,0,16.867613,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Sep,2004,0,11,7,47,1071,3.029789448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,
197,10/6/2004,45,0,0,0,0,13.370377,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Oct,2004,0,19,7,45,1090,3.037426472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,
198,10/13/2004,45,0,0,0,0,13.370377,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,4-Oct,2004,0,4,1,45,1094,3.039017439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,
